T,AX,AY,AZ,GX,GY,GZ
46,-4.817134,3.794810,-5.025429,-0.035839,0.079539,-0.039037
61,-4.807557,3.885789,-5.006276,-0.030910,0.071945,-0.033175
76,-4.769250,3.948039,-5.075707,-0.002531,0.073677,-0.028245
91,-4.814740,3.761291,-5.190629,0.013989,0.059821,-0.017187
106,-4.632780,3.658340,-5.334281,-0.014789,0.029977,0.011991
121,-4.572925,3.600879,-5.305551,-0.065816,0.019985,0.048896
136,-4.730942,3.770868,-5.185841,-0.100456,0.022383,0.064217
151,-4.728548,4.043807,-5.133168,-0.087266,0.027446,0.044899
166,-4.776433,4.125209,-5.049371,-0.039969,0.024648,0.010792
181,-4.730942,4.036624,-5.133168,-0.012923,0.055557,-0.019718
196,-4.762067,3.919308,-5.178658,0.007061,0.060753,-0.040769
211,-4.718971,3.857059,-5.123591,0.009459,0.048896,-0.041302
226,-4.687847,3.730166,-5.310339,-0.007328,0.035573,-0.023982
241,-4.723760,3.725378,-5.269638,-0.035306,0.016387,0.008527
256,-4.793192,3.711013,-5.276821,-0.066083,0.019185,0.036372
271,-4.774038,3.816357,-5.193023,-0.084069,0.009593,0.047031
286,-4.673481,3.971981,-5.164293,-0.069280,0.012790,0.032242
301,-4.608838,3.969586,-5.020641,-0.050495,0.011591,0.016654
316,-4.721365,4.027047,-5.140351,-0.011858,0.031443,-0.003464
331,-4.697423,4.070143,-5.094861,0.016121,0.025447,-0.029444
346,-4.541800,4.065354,-5.209783,0.037305,0.023315,-0.052093
361,-4.563348,4.046201,-5.178658,0.041701,0.017054,-0.064750
376,-4.637568,3.708618,-5.329493,0.017453,0.011458,-0.053292
391,-4.757279,3.655946,-5.252879,-0.030243,-0.000666,-0.030776
406,-4.632780,3.727772,-5.188235,-0.070080,-0.007861,-0.006662
421,-4.627992,3.897760,-5.061342,-0.061286,0.019185,-0.013989
436,-4.778827,3.919308,-5.018247,-0.035173,0.039037,-0.025047
451,-4.680664,3.801992,-5.013458,-0.023982,0.031709,-0.023182
466,-4.568137,3.679888,-5.164293,-0.031842,0.018919,-0.010792
481,-4.515464,3.687071,-5.013458,-0.051294,0.001599,0.013323
496,-4.661510,3.620033,-5.097255,-0.067015,0.004530,0.037172
511,-4.685452,3.646369,-4.920084,-0.081671,0.005329,0.057156
526,-4.668693,3.852270,-5.109226,-0.082870,0.031309,0.057556
541,-4.575319,3.952827,-5.039794,-0.078074,0.046098,0.051161
556,-4.570531,4.165911,-4.984728,-0.037971,0.042767,0.013456
571,-4.783615,4.053383,-5.116409,0.021850,0.043167,-0.033441
586,-4.707000,3.907337,-5.200206,0.038504,0.043300,-0.047963
601,-4.632780,3.679888,-5.164293,-0.003597,0.039170,-0.019718
616,-4.824317,3.670311,-5.123591,-0.049962,0.043433,0.019452
631,-4.668693,3.809175,-5.324705,-0.062619,0.025181,0.034907
646,-4.704606,4.022259,-5.159504,-0.042368,0.035706,0.032109
661,-4.630386,3.976769,-5.257667,-0.025847,0.020384,0.017054
676,-4.718971,3.904943,-5.315128,-0.033574,0.010126,0.014256
691,-4.695029,3.768473,-5.231330,-0.048896,-0.005063,0.023582
706,-4.637568,3.921702,-5.185841,-0.053426,-0.001998,0.024115
721,-4.553771,3.962404,-5.068525,-0.037838,0.001599,0.010392
736,-4.639963,3.974375,-5.149928,-0.018919,0.015322,-0.006662
751,-4.764462,3.852270,-5.190629,-0.004663,0.032642,-0.009593
766,-4.616021,3.837905,-5.260061,-0.016387,0.027179,-0.004130
781,-4.481946,3.861847,-5.214571,-0.024781,0.010658,0.000266
796,-4.707000,3.754108,-5.233725,-0.029844,0.003331,0.004930
811,-4.757279,3.744531,-5.099649,-0.041568,0.004397,0.010126
826,-4.697423,3.806781,-5.073313,-0.041568,0.010925,0.022916
841,-4.606444,3.921702,-5.020641,-0.019452,0.016121,0.025580
856,-4.546589,3.945644,-5.090073,0.001066,0.019718,0.017320
871,-4.608838,3.914520,-5.164293,0.012124,0.013190,0.013323
886,-4.678270,3.801992,-5.176264,0.009060,0.004530,0.007727
901,-4.699818,3.821146,-5.147533,-0.017187,0.018919,0.013456
916,-4.726154,3.885789,-5.128380,-0.030377,0.040502,0.006129
931,-4.690241,3.948039,-5.200206,-0.034107,0.041435,-0.003464
946,-4.642357,3.876213,-5.293580,-0.040902,0.031576,-0.006129
961,-4.453215,3.849876,-5.231330,-0.052227,0.005063,0.005329
976,-4.575319,3.859453,-5.125986,-0.051560,-0.006395,0.009060
991,-4.623203,3.811569,-4.967968,-0.047430,-0.009326,0.021450
1006,-4.601655,3.770868,-5.035006,-0.042767,0.003730,0.024515
1021,-4.558560,3.744531,-4.953603,-0.044499,0.015322,0.020518
1036,-4.587290,3.790021,-4.987122,-0.047430,0.040902,0.018652
1051,-4.692635,3.842694,-5.114015,-0.042501,0.048096,0.009326
1066,-4.548983,3.785233,-5.137957,-0.043300,0.043700,0.004930
1081,-4.400543,4.003105,-5.157110,-0.026779,0.025847,0.002265
1096,-4.589684,3.816357,-5.188235,-0.014389,0.023315,-0.000933
1111,-4.754885,3.732560,-5.092467,-0.027845,0.025580,0.015721
1126,-4.754885,3.687071,-5.149928,-0.057289,0.044499,0.034640
1141,-4.716577,3.936068,-5.195417,-0.066349,0.059021,0.033974
1156,-4.606444,4.053383,-5.154716,-0.055691,0.060221,0.022916
1171,-4.637568,4.055778,-5.200206,-0.023582,0.034640,0.005596
1186,-4.604050,3.986346,-5.286397,-0.006395,0.012923,0.000799
1201,-4.642357,3.809175,-5.248090,-0.011858,0.010126,0.017054
1216,-4.709394,3.734955,-5.243302,-0.043966,0.024648,0.037838
1231,-4.786009,3.744531,-5.209783,-0.067149,0.026380,0.052093
1246,-4.721365,4.019865,-5.272032,-0.066216,0.035839,0.040769
1261,-4.541800,4.134786,-5.305551,-0.041835,0.041435,0.017587
1276,-4.606444,4.074931,-5.250484,-0.009992,0.032908,-0.011458
1291,-4.673481,3.907337,-5.248090,-0.005196,0.023182,-0.014922
1306,-4.560954,3.888184,-5.231330,-0.031709,-0.001199,0.002531
1321,-4.546589,3.900155,-5.382165,-0.046098,-0.006262,0.000400
1336,-4.637568,3.852270,-5.231330,-0.072478,-0.013057,0.010925
1351,-4.699818,3.902549,-5.260061,-0.084202,-0.024515,0.021317
1366,-4.714183,4.039018,-5.130774,-0.049429,-0.017720,0.010259
1381,-4.632780,3.924097,-5.154716,-0.024115,0.000666,-0.006528
1396,-4.558560,3.916914,-5.164293,-0.013323,0.009726,-0.008394
1411,-4.642357,3.792415,-5.226542,-0.025314,0.012790,0.000266
1426,-4.568137,3.864241,-5.221754,-0.049962,-0.002531,0.015988
1441,-4.510676,3.948039,-5.166687,-0.055824,-0.008926,0.022383
1456,-4.608838,3.895366,-5.070919,-0.055957,-0.009060,0.026646
1471,-4.740520,3.881001,-5.056554,-0.053959,-0.000533,0.027046
1486,-4.632780,3.950433,-5.154716,-0.043966,0.006262,0.024781
1501,-4.460398,4.034230,-5.027823,-0.021184,0.016654,0.007594
1516,-4.453215,4.058172,-5.121197,0.000266,0.015188,-0.009459
1531,-4.642357,4.015076,-5.130774,0.016254,0.020384,-0.026646
1546,-4.565742,3.842694,-5.015852,0.001199,0.029178,-0.023715
1561,-4.520253,3.837905,-5.097255,-0.031443,0.035573,-0.007994
1576,-4.513070,3.780444,-5.173870,-0.071145,0.031975,0.013323
1591,-4.553771,3.943250,-5.013458,-0.086734,0.027712,0.021317
1606,-4.661510,4.091691,-5.137957,-0.060887,0.018253,0.008527
1621,-4.594473,3.885789,-5.097255,-0.043167,0.014922,0.003464
1636,-4.505888,3.845088,-5.061342,-0.049429,0.008926,0.019052
1651,-4.620809,3.837905,-5.039794,-0.056490,0.020651,0.030110
1666,-4.680664,3.866636,-4.963180,-0.069813,0.036372,0.032642
1681,-4.680664,4.000711,-5.099649,-0.060087,0.048896,0.006395
1696,-4.683058,4.015076,-5.195417,-0.038371,0.045965,-0.014123
1711,-4.592079,3.933673,-5.193023,-0.040236,0.034640,-0.011991
1726,-4.448427,3.909731,-5.200206,-0.059021,0.013323,0.002398
1741,-4.539406,4.039018,-5.243302,-0.058089,0.013989,0.000400
1756,-4.812346,3.979163,-5.176264,-0.039037,0.022250,-0.015988
1771,-4.661510,3.964798,-5.128380,-0.042101,0.032775,-0.012391
1786,-4.529830,3.950433,-5.207388,-0.056490,0.030243,-0.004397
1801,-4.513070,4.012682,-5.111620,-0.055557,0.027312,0.003464
1816,-4.647145,3.991134,-5.085284,-0.055291,0.023715,0.007194
1831,-4.644751,3.813963,-5.099649,-0.071145,0.037838,0.017320
1846,-4.422091,4.012682,-5.078102,-0.075142,0.047297,0.020518
1861,-4.496311,4.024653,-5.025429,-0.076475,0.037172,0.023982
1876,-4.575319,4.048595,-5.171475,-0.058355,0.031709,0.016387
1891,-4.570531,4.046201,-5.147533,-0.031576,0.022116,0.002132
1906,-4.563348,4.134786,-5.094861,-0.013590,0.028778,-0.019851
1921,-4.740520,4.165911,-5.202600,0.003331,0.031709,-0.046231
1936,-4.699818,4.077325,-5.300763,0.021850,0.039170,-0.068348
