T,AX,AY,AZ,GX,GY,GZ
46,-3.287239,2.116474,-6.761226,-0.047564,0.013590,0.005995
61,-3.143587,2.075773,-6.607996,-0.025314,0.007461,-0.004397
76,-3.189077,1.889025,-6.715735,-0.015455,0.005596,-0.007861
91,-3.256114,1.754950,-6.555324,-0.000799,-0.001599,-0.003331
106,-3.277662,1.814805,-6.579266,-0.021317,0.004663,-0.003597
121,-3.284845,1.932121,-6.651092,-0.017986,0.018652,-0.002931
136,-3.181894,1.958457,-6.643909,-0.011458,0.006262,-0.003198
151,-3.323152,1.848324,-6.701370,0.004663,0.023848,-0.010525
166,-3.361459,1.814805,-6.605602,0.015455,0.025314,-0.010658
181,-3.189077,1.795651,-6.605602,0.014922,0.025980,-0.009326
196,-3.236961,1.640028,-6.646304,-0.005995,0.037971,-0.000266
211,-3.306392,1.637634,-6.651092,-0.034107,0.035173,0.011991
226,-3.287239,1.745373,-6.703764,-0.056224,0.032109,0.015721
241,-3.222595,1.754950,-6.622362,-0.068614,0.032908,0.021051
256,-3.198653,1.912967,-6.708553,-0.072877,0.017853,0.024115
271,-3.292027,1.956063,-6.718130,-0.054492,0.012524,0.008527
286,-3.339911,1.980005,-6.720524,-0.037838,0.004530,-0.006795
301,-3.193865,1.865083,-6.603208,-0.032109,-0.002132,-0.006129
316,-3.208230,1.793257,-6.548141,-0.031176,-0.001066,-0.003198
331,-3.248932,1.829170,-6.689399,-0.045965,-0.001466,0.003064
346,-3.383007,1.932121,-6.634333,-0.036505,0.013190,-0.001865
361,-3.325546,2.068590,-6.622362,-0.015855,0.010126,-0.008394
376,-3.210624,2.039860,-6.576872,0.006395,0.010525,-0.008127
391,-3.335123,1.774103,-6.725312,0.017853,0.046764,-0.011325
406,-3.373430,1.659182,-6.619967,-0.003198,0.030377,0.002798
421,-3.186682,1.704672,-6.679822,-0.014922,0.035306,0.009593
436,-3.270479,1.711854,-6.648698,-0.032375,0.034773,0.006928
451,-3.210624,1.628057,-6.596025,-0.053426,0.025181,0.014256
466,-3.375824,1.644817,-6.639121,-0.076075,0.022516,0.024248
481,-3.256114,2.011129,-6.715735,-0.076475,0.012257,0.024515
496,-3.160346,2.056619,-6.584054,-0.052626,0.001599,0.005862
511,-3.253720,1.886631,-6.651092,-0.045565,0.001599,-0.002531
526,-3.296816,1.857901,-6.622362,-0.043700,0.003597,-0.000266
541,-3.342305,1.841141,-6.672640,-0.044632,0.008926,-0.001732
556,-3.184288,2.063802,-6.624756,-0.032242,-0.005729,-0.002132
571,-3.179500,1.867477,-6.634333,-0.030110,0.012257,-0.006528
586,-3.428497,1.879448,-6.696582,-0.025447,0.012257,-0.006928
601,-3.354276,1.805228,-6.675034,-0.034374,0.006928,0.002132
616,-3.148375,1.836353,-6.677428,-0.015855,0.031443,-0.004397
631,-3.251326,1.752556,-6.648698,-0.029977,0.036905,0.001998
646,-3.284845,1.735796,-6.612785,-0.039570,0.028778,0.013723
661,-3.282450,1.843535,-6.689399,-0.044499,0.035839,0.016654
676,-3.141193,1.877054,-6.593631,-0.046631,0.026913,0.014922
691,-3.215413,1.929726,-6.667851,-0.046098,0.028112,0.017187
706,-3.332729,1.944092,-6.646304,-0.041302,0.010792,0.007727
721,-3.294421,2.001553,-6.737284,-0.031309,0.009859,0.004930
736,-3.193865,2.003947,-6.576872,-0.021850,-0.001466,-0.005196
751,-3.186682,1.853112,-6.596025,0.010658,-0.008394,-0.012391
766,-3.256114,1.841141,-6.619967,-0.016920,0.011458,-0.005995
781,-3.433285,1.872266,-6.756437,-0.007461,0.015721,-0.006795
796,-3.280056,1.853112,-6.665457,-0.016254,0.004796,-0.005596
811,-3.167529,1.872266,-6.684611,-0.011991,0.009593,-0.008926
826,-3.327940,1.826776,-6.615179,-0.003064,0.016787,-0.010392
841,-3.378219,1.747767,-6.696582,-0.004930,0.013856,-0.001066
