T,AX,AY,AZ,GX,GY,GZ
46,-5.930438,2.990358,-4.489128,-0.038770,0.014522,0.011325
61,-5.944803,2.983175,-4.553771,-0.030643,0.018652,0.009193
76,-6.045359,2.947262,-4.608838,-0.029711,0.014789,0.000133
91,-6.035782,2.892196,-4.553771,-0.030243,0.017187,-0.000799
106,-5.908890,2.882619,-4.596867,-0.035573,0.013323,0.002398
121,-5.961562,2.877831,-4.570531,-0.032242,0.013989,0.005729
136,-6.047753,2.918532,-4.599261,-0.031309,0.017720,0.000133
151,-5.971139,2.875436,-4.596867,-0.033974,0.009859,-0.001865
166,-5.923255,2.906561,-4.565742,-0.031975,0.012124,-0.000799
181,-5.961562,2.937685,-4.498705,-0.034107,0.011325,0.000666
196,-5.992687,2.923320,-4.515464,-0.030776,0.015721,0.001998
211,-5.995081,2.975993,-4.522647,-0.031576,0.016121,-0.000933
226,-5.889736,2.913743,-4.582502,-0.034107,0.015188,0.005995
241,-6.007052,2.832340,-4.642357,-0.038504,0.009326,0.006795
256,-6.030994,2.861071,-4.541800,-0.037305,0.010126,0.011458
271,-6.007052,2.894590,-4.498705,-0.033574,0.014655,0.008260
286,-5.803545,2.978387,-4.546589,-0.034507,0.010259,0.004263
301,-5.961562,2.928109,-4.627992,-0.026913,0.015455,0.001732
316,-6.098032,2.827552,-4.525041,-0.030776,0.017587,0.000799
331,-5.983110,2.937685,-4.627992,-0.030776,0.021583,0.004263
346,-5.894525,2.911349,-4.589684,-0.033308,0.016920,0.005862
361,-5.963956,2.815581,-4.556166,-0.031176,0.013456,0.004796
376,-6.040571,2.870648,-4.563348,-0.031576,0.013590,0.004930
391,-5.978322,2.987964,-4.503493,-0.027446,0.011591,0.001732
406,-5.925649,2.930503,-4.484340,-0.021717,0.006928,-0.001066
421,-5.973533,2.839523,-4.587290,-0.026113,0.015988,0.003730
436,-6.107608,2.803610,-4.525041,-0.033175,0.015988,0.008793
451,-5.983110,2.873042,-4.551377,-0.036239,0.015322,0.008394
466,-5.916072,2.990358,-4.496311,-0.037704,0.020384,0.007061
481,-5.935226,2.904167,-4.596867,-0.035040,0.018786,0.008260
496,-5.999869,2.954445,-4.565742,-0.030110,0.011058,0.005063
511,-5.980716,2.999935,-4.429273,-0.029844,0.014522,0.001599
526,-5.954380,2.956839,-4.582502,-0.029577,0.013456,0.001066
541,-5.968745,2.920926,-4.458004,-0.030110,0.017587,0.003864
556,-6.045359,2.896984,-4.563348,-0.030377,0.017453,-0.001332
571,-6.009446,2.856282,-4.577713,-0.028911,0.012657,-0.002132
586,-5.959168,2.889802,-4.575319,-0.029844,0.013989,-0.004796
601,-5.956774,2.743755,-4.654328,-0.026779,0.008527,-0.003730
616,-6.069301,2.827552,-4.635174,-0.031043,0.017720,-0.007461
631,-6.035782,2.827552,-4.611232,-0.033175,0.019851,-0.006662
646,-5.935226,2.882619,-4.577713,-0.035839,0.030243,-0.000933
661,-6.004658,2.856282,-4.584896,-0.038104,0.028245,0.003464
676,-6.078878,2.978387,-4.556166,-0.038637,0.021450,0.007861
691,-5.908890,3.019088,-4.508282,-0.029577,0.022783,0.003730
706,-5.844246,3.004723,-4.589684,-0.025980,0.021317,-0.003198
721,-5.990293,2.889802,-4.565742,-0.029711,0.010925,0.000533
736,-6.026206,2.932897,-4.572925,-0.030910,0.012524,0.006262
751,-5.956774,2.961627,-4.577713,-0.026380,0.015988,0.004663
766,-5.930438,2.935291,-4.467580,-0.022783,0.011058,-0.001998
781,-6.021417,2.870648,-4.546589,-0.021450,0.018386,-0.001466
796,-6.035782,2.774880,-4.601655,-0.023049,0.014123,-0.005596
811,-5.961562,2.825158,-4.544195,-0.025181,0.022783,-0.000400
826,-5.906496,2.849100,-4.613626,-0.033441,0.011991,0.007994
