T,AX,AY,AZ,GX,GY,GZ
46,0.299275,5.765238,-5.975927,0.171602,-0.155081,0.337208
61,0.440533,5.688623,-5.872977,0.155481,-0.169204,0.346401
76,0.459687,5.803545,-5.731719,0.195051,-0.155614,0.323352
91,0.368707,5.714959,-5.784391,0.247677,-0.146554,0.283250
106,0.296881,5.600038,-5.801151,0.260334,-0.107784,0.257536
121,0.263362,5.437232,-5.837064,0.229158,-0.075276,0.261666
136,0.500388,5.401319,-5.779603,0.167871,-0.067548,0.275655
151,0.682347,5.714959,-5.707777,0.150951,-0.122706,0.287513
166,0.584185,5.647922,-5.734113,0.129900,-0.138960,0.310828
181,0.478840,5.779603,-5.676652,0.113113,-0.120574,0.341738
196,0.531513,6.007052,-5.674258,0.166406,-0.105519,0.347734
211,0.763750,6.033388,-5.691017,0.243946,-0.122040,0.335743
226,0.677559,6.040571,-5.669469,0.336542,-0.137761,0.331746
241,0.605733,5.784391,-5.714959,0.369450,-0.153216,0.348666
256,0.651223,5.480328,-5.638345,0.356394,-0.175332,0.379975
271,0.742203,5.427655,-5.846641,0.329614,-0.181861,0.422610
286,0.804452,5.422867,-5.942409,0.320021,-0.235153,0.445659
301,-0.258574,6.852205,-5.884948,0.520002,-0.341472,0.396096
316,-0.316035,4.824317,-5.877765,0.365986,-0.112980,0.475636
331,0.380678,5.391742,-6.416461,0.305233,-0.184525,0.560637
346,0.450110,4.819528,-6.263232,0.304300,0.018253,0.598075
361,0.555455,4.910508,-6.344635,0.257270,0.033441,0.614196
376,0.905008,4.865018,-6.227318,0.247677,0.050628,0.587283
391,1.395820,4.594473,-5.932832,0.265263,-0.070346,0.548913
406,1.350330,4.443638,-6.045359,0.250874,-0.167338,0.536655
421,1.185130,4.522647,-5.928043,0.240083,-0.193851,0.534524
436,0.984017,4.508282,-6.019023,0.252473,-0.225560,0.515605
451,1.024718,4.563348,-6.042965,0.281518,-0.210905,0.480299
466,1.048660,4.367024,-6.229712,0.270459,-0.208907,0.461913
481,0.861913,4.355053,-6.344635,0.242081,-0.214502,0.468574
496,0.646434,4.134786,-6.411672,0.200779,-0.226093,0.495887
511,0.584185,3.952827,-6.466739,0.123372,-0.198115,0.527862
526,0.818817,4.019865,-6.289568,0.081804,-0.206908,0.523998
541,0.859518,4.197035,-6.196194,0.082870,-0.199447,0.496553
556,0.773327,4.276044,-6.279991,0.138560,-0.235286,0.423276
571,0.778116,3.861847,-6.524199,0.204910,-0.232222,0.342671
586,1.046266,4.077325,-6.543353,0.251807,-0.229291,0.249809
601,0.715866,3.847482,-6.789956,0.325884,-0.294841,0.151217
616,0.502782,3.459621,-6.878541,0.303101,-0.274723,0.098058
631,0.167594,2.932897,-6.801927,0.179995,-0.244080,0.088732
646,0.069432,3.023877,-6.943185,0.010925,-0.162809,0.112847
661,0.234632,3.593697,-6.880936,-0.102322,-0.049962,0.137095
676,0.270545,4.058172,-6.787562,-0.126836,-0.001066,0.137495
691,0.608127,4.611232,-6.663063,-0.072211,0.010658,0.114579
706,0.634463,4.790798,-6.660669,0.012790,0.004930,0.088332
721,0.746991,4.654328,-6.648698,0.101522,0.011991,0.065283
736,0.699107,4.520253,-6.524199,0.142957,-0.005462,0.063152
751,0.600945,4.120421,-6.617573,0.137361,0.009193,0.067415
766,0.639252,4.120421,-6.576872,0.113113,0.024115,0.079539
781,0.833182,3.969586,-6.531382,0.147887,0.017587,0.048230
796,0.497994,3.320758,-6.514623,0.062752,0.063685,0.044766
811,0.658405,3.435679,-6.318298,-0.044766,0.084735,0.048763
826,1.019930,3.500323,-6.150704,-0.154681,0.057423,0.062352
841,1.187524,3.921702,-6.236896,-0.271925,-0.008793,0.115911
856,1.101333,4.814740,-6.196194,-0.315891,-0.033175,0.180129
871,1.036689,5.300763,-6.337452,-0.140692,-0.062219,0.152017
886,0.972046,5.415684,-6.382942,0.065550,-0.073544,0.114579
901,1.027112,4.951209,-6.612785,0.222230,-0.106052,0.071678
916,0.751779,4.319140,-6.710947,0.289911,-0.093662,0.048496
931,0.490811,3.390190,-6.828263,0.248343,-0.071412,0.033041
946,0.392649,2.851494,-6.713341,0.046098,0.033175,0.060221
961,0.919373,3.033453,-6.548141,-0.130966,0.027179,0.070613
976,1.027112,3.493140,-6.512228,-0.252740,0.021717,0.078207
991,0.995988,4.158728,-6.452374,-0.286980,0.007461,0.090730
1006,0.876278,4.850653,-6.438008,-0.220364,-0.022916,0.081671
1021,0.995988,5.293580,-6.327875,-0.047564,-0.063152,0.041035
1036,0.878672,4.965574,-6.423643,0.098991,-0.079539,0.012657
1051,0.895431,4.398149,-6.548141,0.148553,-0.116311,0.001332
1066,0.818817,4.187459,-6.598420,0.144556,-0.124038,0.008127
1081,0.610521,3.828328,-6.663063,0.093528,-0.097392,0.023982
1096,0.593762,3.718195,-6.672640,-0.039303,-0.031576,0.063951
1111,0.581791,3.742137,-6.560112,-0.169737,0.013856,0.098458
1126,0.761356,4.113238,-6.488286,-0.226893,0.016254,0.120175
1141,1.058237,4.419696,-6.268020,-0.208773,-0.034773,0.108317
1156,1.130063,4.704606,-6.342240,-0.124438,-0.090997,0.084202
1171,0.924162,4.802769,-6.275203,0.014123,-0.126436,0.039436
1186,0.687136,4.819528,-6.459556,0.144289,-0.109649,0.000266
1201,0.646434,4.613626,-6.720524,0.252606,-0.122306,-0.021983
1216,0.653617,4.137180,-6.914454,0.221564,-0.072611,0.001732
1231,0.567426,3.888184,-6.806715,0.135629,-0.068881,0.062752
1246,0.450110,3.687071,-6.780379,0.022516,-0.036239,0.097792
1261,0.790087,3.778050,-6.629544,-0.029178,-0.063152,0.098991
1276,0.873884,3.790021,-6.457162,-0.038371,-0.091796,0.063285
1291,1.027112,3.866636,-6.181828,-0.014256,-0.155747,0.004397
1306,0.737414,3.926491,-6.315904,0.023715,-0.220231,-0.051827
1321,0.418985,4.015076,-6.426037,0.044632,-0.193585,-0.085934
1336,0.423774,4.149151,-6.742072,0.064084,-0.184792,-0.087799
1351,0.167594,4.084508,-6.880936,0.044632,-0.126303,-0.059554
1366,0.165200,4.144363,-7.022193,0.008394,-0.060087,-0.012657
1381,0.232238,4.199430,-6.955156,-0.016654,-0.012124,0.018519
1396,0.478840,4.288015,-6.909666,-0.004130,0.002798,0.028911
1411,0.545878,4.115633,-6.749255,-0.024248,0.005196,0.052093
1426,0.536301,3.928885,-6.531382,-0.066882,0.030377,0.072478
1441,0.675165,4.163517,-6.289568,-0.061420,0.001599,0.072877
1456,0.909797,4.189853,-6.320693,-0.010259,-0.043966,0.036772
1471,0.818817,4.170699,-6.289568,0.062885,-0.094994,-0.000533
1486,0.603339,3.842694,-6.382942,0.062219,-0.121773,-0.001199
1501,0.344765,3.864241,-6.648698,-0.015855,-0.121773,0.045165
1516,0.447716,4.010288,-6.531382,-0.064484,-0.112447,0.084602
1531,0.402226,4.170699,-6.737284,-0.082737,-0.089531,0.103121
1546,0.328006,4.194641,-6.766014,-0.023049,-0.078473,0.081271
1561,0.179565,4.077325,-6.816292,-0.013057,-0.038104,0.076741
1576,0.311246,3.948039,-6.821081,-0.012391,-0.032775,0.073943
1591,0.598550,3.892972,-6.718130,-0.003730,-0.042634,0.059954
1606,0.328006,3.665523,-6.694188,-0.056623,-0.045165,0.073943
1621,0.328006,3.713407,-6.710947,-0.129634,-0.047164,0.088199
1636,0.371101,4.027047,-6.696582,-0.137228,-0.041701,0.079273
1651,0.351948,4.316746,-6.751649,-0.090864,-0.035839,0.058355
1666,0.380678,4.632780,-6.806715,-0.021850,-0.038104,0.044766
1681,0.174777,4.101267,-6.931214,0.071279,-0.028245,0.016654
1696,0.191536,3.969586,-6.631938,0.104587,-0.015721,-0.006528
1711,0.409408,3.564966,-6.679822,0.067948,0.004663,-0.017853
1726,0.569820,3.581726,-6.629544,-0.004530,-0.026913,-0.015455
1741,0.447716,3.696647,-6.675034,-0.059688,-0.035040,-0.020917
1756,0.316035,3.971981,-6.789956,-0.064217,-0.061420,-0.040369
1771,0.203507,3.995923,-6.842628,-0.037038,-0.032642,-0.064351
1786,0.141258,3.964798,-6.878541,0.010259,-0.010525,-0.091530
1801,0.079009,3.620033,-6.818686,-0.010792,0.048496,-0.100856
1816,0.023942,3.699042,-6.593631,-0.066216,0.098858,-0.088332
1831,0.325611,4.228160,-6.710947,-0.160144,0.090064,-0.013856
1846,0.811634,4.857835,-6.502652,-0.137361,0.063152,0.018786
1861,0.804452,5.023035,-6.308722,-0.041435,-0.020118,0.034107
1876,0.627281,4.886566,-6.378153,0.062219,-0.046498,0.027179
1891,0.699107,4.793192,-6.495469,0.163608,-0.070879,0.011724
1906,0.529119,4.259285,-6.732495,0.210772,-0.088732,0.012790
1921,0.368707,3.696647,-6.821081,0.206642,-0.077141,0.005596
1936,0.172383,3.033453,-6.861782,0.134297,-0.054225,-0.004930
1951,0.304064,3.028665,-6.782773,0.001466,-0.013323,-0.001732
1966,0.404620,3.335123,-6.742072,-0.094727,-0.027446,0.002398
1981,0.347159,3.821146,-6.600814,-0.148420,-0.026113,0.003864
1996,0.129287,4.237737,-6.634333,-0.130433,-0.035573,-0.002531
2011,0.081403,4.635174,-6.600814,-0.036505,-0.028645,-0.009060
2026,0.198719,4.548983,-6.607996,0.067149,-0.022783,-0.030643
2041,0.323217,4.213795,-6.670246,0.133897,-0.023582,-0.061819
2056,0.193930,4.019865,-6.770802,0.167472,-0.036372,-0.080205
2071,0.119710,3.567360,-6.852205,0.154815,-0.020784,-0.094861
2086,0.222661,3.490746,-6.821081,0.049429,-0.013057,-0.064484
2101,0.380678,3.605668,-6.727706,-0.049162,-0.000133,-0.030377
2116,0.354342,3.837905,-6.641515,-0.109250,-0.013057,-0.005995
2131,0.407014,4.096479,-6.562507,-0.106718,-0.034907,-0.000400
2146,0.500388,4.288015,-6.581660,-0.057556,-0.061686,-0.009859
2161,0.366313,4.484340,-6.782773,0.015988,-0.079273,-0.017453
2176,0.098162,4.326323,-6.938396,0.087133,-0.069813,-0.014922
2191,0.023942,4.046201,-6.950367,0.134830,-0.068881,-0.020118
2206,0.033519,3.588908,-7.015011,0.138694,-0.047430,-0.027446
2221,-0.021548,3.251326,-6.950367,0.058355,0.001865,-0.014256
2236,0.167594,3.165135,-6.837840,-0.030643,0.015455,-0.019718
2251,0.074220,3.390190,-6.682217,-0.094594,0.002798,-0.028511
2266,0.208296,3.581726,-6.560112,-0.126037,-0.014655,-0.035040
2281,0.198719,3.871424,-6.490681,-0.105786,-0.016787,-0.046364
2296,0.210690,4.024653,-6.440403,-0.058222,-0.039303,-0.066616
2311,0.146046,3.969586,-6.593631,-0.033041,-0.041035,-0.071279
2326,0.158017,4.122815,-6.727706,0.004263,-0.063018,-0.069813
2341,0.076614,4.244920,-6.749255,0.028645,-0.035839,-0.054092
2356,-0.057461,4.115633,-6.837840,-0.003331,-0.027579,-0.005596
2371,0.043096,4.192247,-6.969521,-0.013590,0.009060,0.037838
2386,0.035913,3.744531,-6.859388,0.015588,-0.013723,0.028911
2401,0.095768,3.646369,-6.751649,-0.009459,-0.007328,0.029044
2416,0.019154,3.385401,-6.689399,-0.045032,-0.001998,0.017187
2431,0.086191,3.572149,-6.528988,-0.069014,0.000799,-0.006795
2446,0.090980,3.739743,-6.497863,-0.042634,-0.019185,-0.038237
2461,0.102951,3.869030,-6.627150,-0.031043,-0.036772,-0.051161
2476,0.033519,3.928885,-6.787562,-0.041035,-0.039570,-0.046897
2491,-0.150835,4.149151,-6.883330,-0.004796,-0.009060,-0.051028
2506,-0.191536,3.900155,-6.947973,0.014123,0.001332,-0.047963
2521,-0.174777,3.801992,-6.940791,-0.068348,0.055158,-0.004530
2536,0.162806,4.120421,-6.813898,-0.107118,0.071545,0.026113
2551,0.217872,4.249708,-6.526594,-0.085668,0.034374,0.039170
2566,0.117316,3.940856,-6.512228,-0.043433,0.019718,0.023982
2581,0.248997,4.134786,-6.404490,-0.010126,-0.005995,0.009326
2596,0.126893,3.873818,-6.385336,0.045165,-0.036106,-0.021983
2611,0.191536,3.660734,-6.483498,0.056623,-0.040769,-0.043567
2626,0.083797,3.383007,-6.596025,0.048629,-0.077940,-0.059554
2641,-0.098162,3.327940,-6.749255,-0.010126,-0.072078,-0.057156
2656,0.004788,3.507505,-6.885724,-0.041168,-0.054092,-0.055824
2671,-0.124498,3.572149,-6.892907,-0.063418,-0.035839,-0.061286
2686,-0.284910,3.655946,-6.971915,-0.079939,0.000666,-0.049296
2701,-0.428562,3.940856,-6.933608,-0.102855,0.042368,-0.019452
2716,-0.220267,4.108450,-6.785168,-0.116977,0.087666,0.018652
2731,0.043096,4.129998,-6.665457,-0.073144,0.094061,0.022516
2746,0.043096,3.993528,-6.672640,-0.046897,0.082870,0.022116
2761,0.059855,3.706224,-6.514623,-0.045565,0.049029,0.019185
2776,0.325611,3.687071,-6.438008,-0.051960,0.029977,0.009459
2791,0.225055,3.711013,-6.406884,-0.057556,-0.007328,-0.001199
2806,0.167594,3.706224,-6.552930,-0.063152,-0.023315,-0.016254
2821,0.155623,3.804386,-6.710947,-0.053692,-0.051161,-0.030643
2836,0.155623,3.914520,-6.847417,-0.048096,-0.074476,-0.033574
2851,-0.062249,4.055778,-6.900089,-0.062485,-0.045165,-0.018253
2866,-0.169988,4.134786,-6.988675,-0.053426,0.007061,0.003864
2881,-0.258574,3.998317,-7.019799,-0.082737,0.023315,0.054225
2896,0.052672,4.374207,-6.931214,-0.111381,0.043034,0.081937
2911,0.038307,3.983952,-6.933608,-0.058222,0.005596,0.055957
2926,0.031125,3.916914,-6.684611,-0.026513,0.013190,0.017720
2941,-0.038307,3.794810,-6.677428,0.029844,-0.012391,-0.032642
2956,-0.023942,3.622427,-6.536170,0.006928,-0.026646,-0.050495
2971,0.035913,3.885789,-6.720524,-0.028645,-0.014789,-0.057156
2986,-0.019154,4.173093,-6.804321,0.000799,-0.033175,-0.075142
3001,-0.172383,4.118027,-6.830657,0.039037,-0.033974,-0.093528
3016,-0.198719,4.077325,-6.828263,0.070346,-0.030243,-0.092862
3031,-0.112527,3.730166,-6.789956,0.075542,-0.010259,-0.082870
3046,-0.110133,3.517082,-6.677428,-0.010126,0.020118,-0.044233
3061,-0.011971,3.629610,-6.555324,-0.080871,0.033308,-0.006129
3076,0.000000,3.746926,-6.629544,-0.122706,0.007061,0.014123
3091,0.105345,4.067749,-6.641515,-0.134830,0.000000,0.021051
3106,0.138864,4.252102,-6.382942,-0.068881,-0.015588,0.003597
3121,-0.112527,4.082114,-6.488286,-0.005596,-0.016254,-0.016121
3136,-0.069432,3.871424,-6.581660,0.037305,-0.038904,-0.035306
3151,-0.047884,3.778050,-6.701370,0.046764,-0.043300,-0.038770
3166,-0.098162,3.562572,-6.821081,0.007994,-0.027712,-0.022783
3181,-0.134075,3.617639,-6.672640,-0.067415,-0.019585,0.006528
3196,-0.260968,3.775656,-6.770802,-0.105652,-0.011058,0.026513
3211,-0.165200,4.089296,-6.768408,-0.100856,-0.006795,0.028911
3226,-0.196325,4.206612,-6.900089,-0.037172,0.007194,0.015721
3241,-0.196325,3.926491,-6.885724,0.004263,0.023982,0.005862
3256,-0.280122,3.691859,-6.888118,-0.002132,0.020651,0.014655
3271,-0.174777,3.754108,-6.763620,-0.049828,0.048496,0.030910
3286,-0.119710,3.778050,-6.694188,-0.070613,0.026380,0.034374
3301,-0.201113,3.787627,-6.596025,-0.077674,0.059554,0.026513
3316,-0.325611,3.804386,-6.725312,-0.049029,0.066749,0.009593
3331,-0.129287,3.766079,-6.639121,-0.005063,0.062619,-0.029577
3346,0.062249,3.620033,-6.564901,0.006928,0.043034,-0.058888
3361,-0.076614,3.555389,-6.785168,-0.047164,0.036106,-0.057423
3376,-0.119710,3.785233,-6.677428,-0.064750,0.017187,-0.062619
3391,-0.268151,3.883395,-6.687005,-0.057822,0.025580,-0.071412
3406,-0.088585,4.103662,-6.665457,-0.038104,0.036639,-0.078473
3421,-0.071826,4.206612,-6.734890,0.001199,0.043567,-0.079406
3436,-0.265756,4.012682,-6.641515,-0.012391,0.069014,-0.055957
3451,-0.282516,3.993528,-6.816292,-0.098458,0.068747,0.008660
3466,0.102951,4.378995,-6.473921,-0.148286,0.084335,0.071012
3481,0.052672,4.247314,-6.670246,-0.105652,0.051960,0.077274
3496,0.146046,4.285621,-6.514623,-0.022649,0.023049,0.047031
3511,0.026336,3.871424,-6.497863,0.046631,-0.006662,0.007461
3526,0.117316,3.600879,-6.564901,0.031443,-0.033974,-0.003464
3541,0.040701,3.610456,-6.698976,-0.010525,-0.025847,-0.012524
3556,-0.119710,3.722984,-6.770802,-0.010925,-0.041568,-0.023848
3571,-0.282516,3.718195,-6.971915,-0.052893,-0.012524,-0.009859
3586,-0.215478,3.890578,-7.024588,-0.079672,0.006795,0.013057
3601,-0.119710,3.933673,-7.062895,-0.108184,0.050228,0.031975
3616,-0.177171,3.967192,-6.979098,-0.078207,0.047031,0.025714
3631,-0.169988,3.955221,-6.751649,-0.052227,0.073544,0.013723
3646,0.023942,3.995923,-6.603208,-0.045965,0.058222,0.023848
3661,0.052672,3.969586,-6.428432,-0.072345,0.053959,0.037038
3676,0.292093,4.261679,-6.301539,-0.042501,-0.011991,0.035306
3691,-0.047884,4.050989,-6.540959,-0.034773,-0.017187,0.046231
3706,0.225055,3.950433,-6.536170,0.009593,-0.019585,0.020651
3721,-0.155623,3.751714,-6.660669,0.031443,-0.019985,-0.004663
3736,-0.172383,3.677494,-6.782773,-0.003064,-0.008127,-0.006662
3751,-0.074220,3.706224,-6.840234,-0.047297,0.000933,-0.003730
3766,-0.088585,3.912126,-6.864176,-0.061953,0.007328,-0.004796
3781,-0.237026,3.926491,-6.900089,-0.056623,0.027446,-0.008527
3796,-0.055067,4.177882,-6.823475,-0.027712,0.042101,-0.025314
3811,0.023942,4.086902,-6.713341,-0.003730,0.023049,-0.037172
3826,0.174777,4.082114,-6.694188,0.011724,-0.012790,-0.031309
3841,0.026336,4.082114,-6.579266,-0.034507,-0.018253,0.001998
3856,0.028730,4.247314,-6.584054,-0.058489,-0.023315,0.027579
3871,0.102951,4.268862,-6.687005,-0.030377,-0.055025,0.027312
3886,0.033519,4.201824,-6.777985,0.015322,-0.045565,0.015188
3901,0.074220,3.983952,-6.799533,0.065683,-0.047297,-0.006662
3916,-0.241814,3.517082,-6.916849,0.051427,-0.052760,-0.015988
3931,-0.229843,3.612850,-6.732495,0.037038,-0.034240,-0.030643
3946,-0.263362,3.354276,-6.775591,0.005862,-0.004263,-0.039170
3961,-0.141258,3.617639,-6.624756,-0.029444,0.004663,-0.048629
3976,-0.141258,3.651158,-6.615179,-0.045032,-0.002931,-0.053426
3991,-0.160412,3.701436,-6.524199,-0.071145,-0.029178,-0.047031
4006,-0.102951,3.835511,-6.478710,-0.095660,-0.036372,-0.029577
4021,-0.184354,4.118027,-6.538565,-0.091663,-0.034640,-0.016787
4036,-0.292093,4.297592,-6.653486,-0.088466,-0.004397,0.000533
4051,-0.342371,4.378995,-6.670246,-0.025047,-0.014922,-0.003597
4066,-0.263362,4.443638,-6.775591,0.034240,0.007328,-0.010925
4081,-0.191536,4.060566,-6.809110,0.111648,0.000933,-0.031443
4096,-0.253785,3.536236,-6.813898,0.069014,0.017720,-0.019319
4111,-0.227449,3.392584,-6.780379,-0.016121,0.012923,0.002931
4126,-0.086191,3.555389,-6.746861,-0.057822,0.000533,-0.006129
4141,-0.009577,3.754108,-6.691793,-0.066349,-0.013190,-0.028645
4156,-0.093374,3.907337,-6.777985,-0.061686,-0.025714,-0.043833
4171,-0.179565,3.986346,-6.780379,-0.053959,-0.032242,-0.045965
4186,-0.265756,4.062960,-6.835446,-0.040502,-0.024648,-0.041968
4201,-0.208296,4.108450,-6.828263,-0.041568,-0.009193,-0.022649
4216,-0.181959,4.115633,-6.727706,-0.055025,-0.003597,-0.001066
4231,-0.280122,4.228160,-6.792350,-0.043167,0.014389,0.015588
4246,-0.191536,4.295198,-6.682217,-0.019585,0.005196,0.022383
4261,-0.136469,4.225766,-6.713341,0.031309,-0.008394,0.009859
4276,-0.179565,3.842694,-6.624756,0.073544,0.005596,-0.007328
4291,-0.258574,3.524265,-6.663063,0.059821,-0.009859,-0.018786
4306,-0.248997,3.531447,-6.670246,0.013057,-0.020651,-0.020917
4321,-0.119710,3.605668,-6.557718,-0.022516,-0.027579,-0.028378
4336,-0.129287,3.720589,-6.672640,-0.037704,-0.044233,-0.034107
4351,-0.318429,3.804386,-6.677428,-0.037704,-0.052626,-0.034773
4366,-0.356736,3.806781,-6.610391,-0.038504,-0.039037,-0.023982
4381,-0.191536,3.962404,-6.706159,-0.034507,-0.037305,-0.017720
4396,-0.196325,4.237737,-6.842628,-0.000400,-0.029311,-0.017986
4411,-0.395043,4.103662,-6.825869,-0.017587,-0.029044,0.019985
4426,-0.351948,4.206612,-6.952762,-0.021583,-0.000533,0.043167
4441,-0.313640,4.065354,-7.089231,0.009593,-0.011058,0.042234
4456,-0.225055,4.010288,-6.955156,0.031576,-0.004130,0.035972
4471,-0.375890,3.679888,-6.799533,0.075542,0.010925,-0.002931
4486,-0.177171,3.476381,-6.619967,0.082204,0.002931,-0.039703
4501,-0.067038,3.459621,-6.567295,0.060087,-0.037571,-0.055957
4516,0.031125,3.485958,-6.555324,0.007328,-0.069147,-0.059021
4531,-0.201113,3.653552,-6.505046,-0.026113,-0.088865,-0.048096
4546,-0.493206,3.787627,-6.670246,-0.048096,-0.087799,-0.020651
4561,-0.541090,4.029441,-6.698976,-0.034374,-0.054092,-0.005063
4576,-0.505177,4.031836,-6.782773,-0.014256,-0.033441,0.020384
4591,-0.536301,3.971981,-6.837840,-0.001998,-0.004796,0.036239
4606,-0.577003,3.888184,-6.687005,0.034640,0.023582,0.023848
4621,-0.517148,3.459621,-6.687005,0.042368,0.018119,0.020784
4636,-0.385466,3.359065,-6.670246,-0.006795,0.033974,0.016387
4651,-0.284910,3.385401,-6.641515,-0.038904,0.013989,0.011724
4666,-0.347159,3.442862,-6.641515,-0.079139,0.017187,0.003864
4681,-0.328006,3.847482,-6.636727,-0.063685,-0.010525,-0.022783
4696,-0.390255,3.979163,-6.787562,-0.021717,-0.021717,-0.051960
4711,-0.423774,4.060566,-6.864176,0.013590,-0.022116,-0.058089
4726,-0.639252,3.955221,-6.943185,0.024781,-0.003864,-0.053692
4741,-0.646434,3.938462,-7.031770,0.015988,0.028378,-0.035573
4756,-0.584185,3.955221,-6.904878,-0.000666,0.038504,0.006795
4771,-0.442927,3.964798,-6.828263,-0.009593,0.061686,0.032109
4786,-0.363919,3.761291,-6.799533,-0.019718,0.063152,0.032908
4801,-0.301669,3.955221,-6.698976,-0.007061,0.040769,0.022649
4816,-0.361524,3.756502,-6.689399,0.048096,0.020518,-0.016387
4831,-0.110133,3.509900,-6.564901,0.058222,0.013989,-0.040902
4846,-0.069432,3.478775,-6.651092,0.064484,-0.029711,-0.065816
4861,-0.193930,3.327940,-6.777985,0.027046,-0.056890,-0.073277
4876,-0.270545,3.622427,-6.852205,-0.018386,-0.060221,-0.067415
