T,AX,AY,AZ,GX,GY,GZ
46,-4.103662,1.108515,-6.339846,0.004930,0.031443,-0.005462
61,-3.933673,1.103727,-6.452374,-0.057156,0.021450,0.013323
76,-4.039018,1.244985,-6.359000,-0.080605,0.000400,0.021051
91,-4.048595,1.407791,-6.428432,-0.061819,-0.003198,0.018253
106,-4.072537,1.300051,-6.387730,-0.021850,-0.010658,0.018519
121,-3.924097,1.139640,-6.414066,-0.025314,-0.005862,0.034907
136,-3.952827,1.244985,-6.325481,-0.031576,0.005596,0.035173
151,-4.182670,1.161188,-6.375759,-0.050361,0.022383,0.033441
166,-4.197035,1.216254,-6.402095,-0.072478,0.029977,0.034507
181,-4.017470,1.529895,-6.373365,-0.056490,0.027979,0.006262
196,-4.017470,1.458069,-6.454768,-0.026247,0.016254,-0.014123
211,-4.074931,1.230620,-6.404490,-0.015055,0.003597,-0.017453
226,-4.175488,1.285686,-6.382942,-0.010525,-0.001066,-0.008127
241,-4.177882,1.338359,-6.363788,0.009459,0.006395,-0.008394
256,-4.122815,1.173159,-6.445191,0.004130,-0.002398,0.002665
271,-4.120421,1.165976,-6.356606,-0.009326,0.000666,0.009459
286,-4.094085,1.163582,-6.337452,-0.026380,-0.007328,0.014789
301,-3.859453,1.211466,-6.428432,-0.059688,-0.004663,0.020784
316,-3.912126,1.292869,-6.327875,-0.062219,-0.007861,0.021983
331,-4.091691,1.501164,-6.411672,-0.044632,0.000666,0.015721
346,-4.161122,1.398214,-6.301539,0.003331,0.013856,-0.012524
361,-4.029441,1.323994,-6.339846,0.009992,0.022916,-0.022783
376,-4.000711,1.235408,-6.414066,0.006129,0.017187,-0.024648
391,-4.082114,1.084573,-6.378153,-0.032508,0.010392,-0.008926
406,-4.029441,1.094150,-6.406884,-0.070080,0.003997,0.010658
421,-4.019865,1.204283,-6.270414,-0.091263,-0.000799,0.023582
436,-4.017470,1.252167,-6.318298,-0.071145,-0.003331,0.034907
451,-4.170699,1.343147,-6.299145,-0.045565,0.001466,0.037038
466,-4.118027,1.381454,-6.179434,-0.015721,0.012391,0.029577
481,-4.031836,1.412579,-6.284780,0.017320,0.024248,0.006928
496,-3.991134,1.240196,-6.344635,0.025714,0.038104,-0.005462
511,-4.101267,1.017536,-6.337452,-0.012790,0.049029,0.004663
526,-4.034230,1.142034,-6.471527,-0.049695,0.037038,0.016121
541,-3.919308,1.371878,-6.519411,-0.057822,0.002798,0.020917
556,-4.041412,1.331176,-6.442797,-0.035839,-0.006129,0.016121
571,-4.197035,1.335965,-6.337452,-0.016521,-0.000533,0.024381
586,-4.256891,1.438915,-6.311116,0.016920,0.018919,0.012124
601,-4.122815,1.280898,-6.330269,0.029044,0.041302,-0.003730
616,-3.964798,1.259350,-6.430826,-0.001066,0.044499,0.000400
631,-4.027047,1.137246,-6.533776,-0.050894,0.024381,0.010392
646,-4.134786,1.189918,-6.426037,-0.109783,0.001066,0.018386
661,-4.094085,1.448492,-6.440403,-0.113113,0.004263,0.002132
676,-3.981557,1.587356,-6.406884,-0.041435,0.001332,-0.033841
691,-4.149151,1.333570,-6.359000,0.015188,0.001998,-0.051694
706,-4.220977,1.120486,-6.507440,0.020384,-0.004930,-0.036505
721,-4.000711,1.101333,-6.490681,0.003997,-0.010392,0.003064
736,-3.986346,1.070208,-6.447585,-0.036905,0.003597,0.035173
751,-4.151546,1.175553,-6.459556,-0.068348,0.025181,0.045965
