T,AX,AY,AZ,GX,GY,GZ
46,0.541090,-9.603143,-0.069432,-0.007727,0.011058,0.001732
61,0.435745,-9.603143,-0.122104,-0.019185,0.010259,0.003331
76,0.428562,-9.521740,-0.134075,-0.024781,0.015055,0.001865
91,0.517148,-9.528923,-0.138864,-0.021317,0.005196,0.003997
106,0.605733,-9.526528,-0.002394,-0.020118,0.011724,0.001332
121,0.514753,-9.586384,-0.102951,-0.016521,0.007061,0.004263
136,0.486023,-9.588778,-0.102951,-0.017453,0.007061,0.007994
151,0.481235,-9.560047,-0.098162,-0.020784,0.009726,0.008527
166,0.615310,-9.581595,-0.100556,-0.022916,0.012391,0.008660
181,0.490811,-9.574412,-0.184354,-0.025447,0.011058,0.003730
196,0.462081,-9.516952,-0.167594,-0.013989,0.012124,-0.000266
211,0.428562,-9.490616,-0.079009,-0.002531,0.016121,-0.002798
226,0.529119,-9.478644,-0.086191,0.010925,0.014389,-0.001732
241,0.507571,-9.560047,-0.038307,0.006662,0.020651,-0.008127
256,0.435745,-9.679757,-0.021548,-0.004263,0.018519,-0.007461
271,0.476446,-9.579201,-0.086191,-0.017054,0.014655,-0.004130
286,0.574608,-9.516952,-0.074220,-0.025580,0.016920,0.001199
301,0.581791,-9.531317,-0.114922,-0.019052,0.016787,-0.005462
316,0.416591,-9.555259,-0.043096,-0.007328,0.017720,-0.004930
331,0.509965,-9.560047,-0.050278,-0.013989,0.019185,-0.006129
346,0.500388,-9.572019,-0.019154,-0.014789,0.016387,0.003464
361,0.569820,-9.538500,-0.035913,-0.012257,0.017187,-0.006928
376,0.500388,-9.507375,-0.016759,-0.011991,0.018386,-0.005596
391,0.450110,-9.581595,-0.138864,-0.006662,0.016920,-0.005995
406,0.521936,-9.543288,0.043096,-0.001332,0.019452,-0.004796
421,0.629675,-9.564836,-0.033519,-0.001599,0.016121,0.000266
436,0.500388,-9.576807,-0.079009,-0.001865,0.013456,0.001066
451,0.440533,-9.548077,-0.083797,0.004530,0.012524,0.000799
466,0.414197,-9.560047,-0.028730,0.000533,0.014256,-0.002531
481,0.526724,-9.572019,-0.016759,0.000133,0.015455,0.000133
496,0.555455,-9.598354,0.028730,0.001998,0.011458,0.000533
511,0.526724,-9.586384,-0.074220,-0.003997,0.013989,-0.002132
526,0.421380,-9.557653,-0.033519,-0.000799,0.014655,-0.006129
541,0.486023,-9.557653,-0.031125,0.003464,0.016121,-0.000666
556,0.524330,-9.576807,0.002394,-0.000799,0.017453,-0.006395
571,0.486023,-9.605537,0.014365,-0.005596,0.015721,-0.004530
586,0.407014,-9.617508,0.081403,-0.011724,0.019052,-0.007594
601,0.509965,-9.555259,0.057461,-0.008527,0.015188,-0.005596
616,0.584185,-9.473856,0.098162,-0.004530,0.015588,-0.008926
631,0.579397,-9.624691,0.088585,-0.007194,0.015055,-0.005462
646,0.521936,-9.658210,0.083797,-0.011724,0.015188,-0.003331
661,0.488417,-9.543288,-0.021548,-0.015855,0.015588,-0.001199
676,0.555455,-9.593566,0.021548,-0.017453,0.015188,0.000266
691,0.603339,-9.550470,-0.045490,-0.011458,0.016920,0.000133
706,0.519542,-9.631873,-0.021548,-0.003597,0.010658,-0.001466
721,0.423774,-9.643845,0.067038,-0.003198,0.020384,-0.003198
736,0.581791,-9.586384,0.098162,-0.004397,0.012124,-0.003064
751,0.660800,-9.612720,0.057461,-0.013989,0.014123,-0.005329
766,0.548272,-9.667787,-0.038307,-0.021850,0.014256,-0.004930
781,0.438139,-9.619903,0.033519,-0.027312,0.014256,-0.001998
796,0.481235,-9.605537,-0.002394,-0.030243,0.015188,-0.003597
811,0.596156,-9.533711,0.007183,-0.020518,0.015588,-0.006528
826,0.593762,-9.593566,0.007183,-0.022516,0.014522,-0.005596
841,0.426168,-9.629479,0.045490,-0.023848,0.015055,0.000933
856,0.507571,-9.624691,0.071826,-0.020518,0.013456,0.005329
871,0.572214,-9.528923,0.083797,-0.020518,0.009992,0.008660
886,0.529119,-9.548077,0.000000,-0.016121,0.007727,0.004397
901,0.438139,-9.600749,-0.035913,-0.015721,0.014789,0.000799
916,0.450110,-9.591172,0.035913,-0.010658,0.014655,0.003864
931,0.557849,-9.605537,0.062249,-0.012790,0.008793,0.000933
946,0.629675,-9.588778,0.052672,-0.017986,0.010792,0.003864
961,0.478840,-9.689334,0.100556,-0.029044,0.013190,0.002265
976,0.486023,-9.636662,0.119710,-0.031709,0.013856,-0.000666
991,0.545878,-9.605537,0.071826,-0.033441,0.014123,-0.000133
1006,0.586579,-9.545682,0.100556,-0.031309,0.015855,-0.004930
1021,0.548272,-9.555259,0.141258,-0.034107,0.013323,-0.000133
1036,0.488417,-9.598354,0.112527,-0.036372,0.013989,0.003064
