T,AX,AY,AZ,GX,GY,GZ
46,4368,3936,-11880,-381,1537,-103
73,4504,4440,-10984,-792,97,214
100,4044,4228,-11708,-823,-766,245
127,3716,3900,-11960,-162,-952,-91
154,2732,3752,-11516,-371,-992,250
181,3120,5008,-10920,-293,-1111,842
208,4900,6188,-10820,644,-1776,2511
235,5120,6616,-10036,744,-2897,4061
262,4636,6512,-9904,1090,-4027,6160
289,4212,6308,-9936,1177,-5023,8262
316,3360,5884,-10184,1282,-5815,9870
343,3304,5360,-10500,1873,-6754,11007
370,3200,4844,-10512,2429,-8023,11601
397,2316,4440,-10480,2779,-8928,12258
424,1892,4508,-10080,3396,-9696,12612
451,1664,3688,-9604,3558,-10923,13328
478,568,3292,-9348,2156,-12196,14859
505,-504,4280,-9888,2927,-13262,14812
532,-924,2212,-9564,4835,-14965,13661
559,-2908,352,-9348,3035,-16603,15362
586,-6208,420,-10332,51,-15546,16385
613,-7508,976,-11312,2661,-16514,12481
640,-8644,-144,-12240,4814,-15541,9182
667,-9992,-2064,-11984,1651,-13014,10574
694,-9628,1204,-12036,-1051,-11078,11158
721,-10164,2104,-12060,4184,-10979,6312
748,-11148,-1852,-11544,4538,-9560,4217
775,-10988,-1128,-11144,805,-7141,5398
802,-10648,672,-10828,1148,-5820,3966
829,-17448,-3596,-14540,-344,-3258,2398
856,-13728,2672,-14164,1525,4236,-69
883,-8368,452,-11240,4306,-889,-2521
910,-7924,-64,-10196,1003,286,-1158
937,-8576,1340,-10924,-1070,860,167
964,-9384,2168,-11224,169,678,-775
991,-11844,1276,-11540,1681,2599,-2280
1018,-13160,-2544,-11756,2080,3988,-4372
1045,-12168,-2784,-12212,-279,7172,-5350
1072,-11180,-1080,-12524,-754,8980,-7512
1099,-9996,-192,-12080,573,10299,-9970
1126,-8312,-1444,-11748,673,10654,-11400
1153,-7664,-1988,-11280,-2089,11247,-11099
1180,-6380,-492,-11168,-3527,12202,-10792
1207,-4568,-196,-11192,-3912,12399,-11011
1234,-4080,40,-11256,-4360,11509,-11104
1261,-3236,-220,-11216,-5847,11832,-10260
1288,-2112,1448,-11340,-5933,12187,-10542
1315,-1588,1624,-11824,-4428,10708,-11510
1342,-1276,988,-12200,-5350,10446,-10693
1369,-904,1880,-12348,-6051,11503,-9693
1396,-208,3116,-12356,-4321,11239,-10132
