T,AX,AY,AZ,GX,GY,GZ
46,-6.387730,1.745373,-1.022324,-0.016121,1.530827,-2.496487
61,-6.399701,0.964863,-1.376666,-0.137628,1.301403,-2.320888
76,-6.943185,0.598550,-1.632846,-0.256337,1.239583,-2.152217
91,-6.794744,0.332794,-1.800440,-0.349466,0.993772,-1.957966
106,-7.149086,0.126893,-1.996764,-0.419412,0.899311,-1.769311
121,-7.299921,-0.021548,-2.109292,-0.454985,0.849349,-1.564801
136,-7.393295,-0.210690,-2.207454,-0.462712,0.716251,-1.348833
151,-7.623138,-0.201113,-2.138022,-0.461513,0.634714,-1.162176
166,-7.675810,0.062249,-2.140416,-0.415815,0.663625,-0.998701
181,-7.690176,0.232238,-2.276886,-0.320421,0.545848,-0.876795
196,-7.766790,0.363919,-2.272097,-0.203444,0.410619,-0.768078
211,-7.819463,0.344765,-2.054225,-0.108983,0.328948,-0.676282
226,-7.831434,0.593762,-1.924938,-0.024248,0.269527,-0.588749
241,-8.130709,0.486023,-1.740585,0.074343,0.213836,-0.527729
256,-8.271967,0.213084,-1.656788,0.242081,0.172268,-0.436865
271,-8.386889,-0.268151,-1.908179,0.469507,0.202645,-0.308830
286,-8.403647,-0.773327,-2.090138,0.603804,0.187456,-0.168671
301,-8.734048,-1.256956,-2.070984,0.577025,0.159744,-0.034640
316,-9.244013,-1.733402,-1.896208,0.460181,0.164407,0.113380
331,-9.246407,-1.879448,-2.183512,0.322420,0.241548,0.297772
346,-9.277532,-1.728614,-2.561796,0.288179,0.171069,0.521600
361,-9.255983,-1.448492,-2.494758,0.418479,0.136828,0.722779
376,-9.138668,-1.345541,-2.576161,0.667755,0.088998,0.945675
391,-8.710106,-0.957681,-2.992752,0.867469,-0.099257,1.166839
406,-8.966285,-0.598550,-2.829946,1.018153,-0.266729,1.337775
421,-8.753201,-0.217872,-2.633622,1.154582,-0.342937,1.457417
436,-8.688558,0.031125,-2.475605,1.273158,-0.438730,1.548414
451,-8.664616,0.390255,-2.470816,1.368418,-0.445259,1.656464
466,-8.700529,0.586579,-2.305616,1.445426,-0.432469,1.768778
481,-8.734048,0.814029,-2.023100,1.498452,-0.341072,1.869900
496,-8.643068,0.885855,-2.166753,1.497786,-0.282717,1.973954
511,-8.566454,1.043872,-2.145205,1.476202,-0.187856,2.084136
526,-8.283937,1.072602,-2.102109,1.444493,-0.135896,2.204977
541,-8.379705,1.482011,-2.102109,1.382274,-0.041968,2.313161
556,-8.231265,1.896208,-1.924938,1.325784,-0.054625,2.398162
571,-7.623138,2.281674,-2.032677,1.342438,-0.046631,2.452387
586,-7.479486,2.418144,-1.841141,1.333378,-0.049695,2.513674
601,-7.070077,2.401384,-1.829170,1.208008,-0.069813,2.581222
616,-6.821081,3.205836,-2.178724,1.099424,0.007594,2.616528
631,-6.840234,4.096479,-2.219425,1.182960,0.099657,2.605204
646,-6.184223,4.762067,-2.413355,1.438365,0.101389,2.559106
661,-5.913678,5.094861,-2.442086,1.778237,0.088732,2.538455
676,-5.209783,5.027823,-2.396596,2.005397,0.030910,2.505547
691,-4.936844,4.170699,-2.518700,1.982614,0.005995,2.497952
706,-4.833893,3.864241,-2.683900,1.759319,0.070746,2.525931
721,-4.802769,4.264073,-2.916138,1.541485,0.121907,2.534991
736,-4.125209,4.982334,-3.378219,1.489392,0.100190,2.537122
751,-3.734955,5.568913,-3.409343,1.629018,0.077407,2.504081
766,-3.785233,5.588067,-3.521871,1.791028,-0.019452,2.512608
781,-3.581726,5.252879,-3.605668,1.844320,0.019851,2.522201
796,-3.277662,4.754885,-4.010288,1.705360,0.074743,2.565634
811,-3.031059,4.876989,-4.261679,1.456884,0.191453,2.586818
826,-2.643199,5.504270,-4.584896,1.255038,0.289911,2.551245
841,-2.410961,6.246472,-4.754885,1.211338,0.324951,2.468375
856,-1.994370,6.607996,-5.039794,1.298072,0.282184,2.392034
871,-2.030283,6.466739,-5.418078,1.391867,0.223828,2.314227
886,-2.049437,6.217741,-5.403713,1.504980,0.176531,2.273724
901,-1.884237,5.947197,-5.760449,1.599175,0.152150,2.233355
916,-1.520318,5.628768,-6.002264,1.609034,0.073277,2.248011
931,-1.398214,5.193023,-6.268020,1.541619,0.041168,2.273858
946,-1.139640,5.391742,-6.320693,1.446358,0.028778,2.244413
961,-0.603339,5.738902,-6.483498,1.343637,0.081404,2.094262
976,-0.110133,6.119579,-6.782773,1.230790,0.072611,1.836326
991,-0.215478,5.940014,-7.017405,1.031876,-0.033974,1.557740
1006,-0.603339,5.473145,-6.591237,0.614462,-0.075809,1.291943
1021,-0.842759,5.386954,-6.177040,0.095793,0.011858,0.965394
1036,-0.928950,5.714959,-6.411672,-0.351997,-0.022383,0.602472
1051,-1.005565,6.143521,-6.189011,-0.763681,0.037838,0.208240
1066,-1.335965,6.493075,-5.987898,-1.033741,0.114579,-0.134164
1081,-1.223437,6.861782,-5.679046,-1.190421,0.194251,-0.411152
1096,-1.115698,7.017405,-5.717353,-1.286481,0.250475,-0.622856
1111,-1.096544,7.129932,-5.722142,-1.341505,0.299104,-0.810579
1126,-1.185130,7.177816,-5.729324,-1.394665,0.303634,-0.995237
1141,-1.352724,7.180211,-5.793968,-1.466343,0.296839,-1.200547
1156,-1.326388,7.194576,-5.839458,-1.570663,0.305366,-1.403858
1171,-1.304840,7.252037,-5.770026,-1.682977,0.308430,-1.577058
1186,-1.403002,7.328651,-5.616797,-1.805417,0.326017,-1.719216
1201,-1.431733,7.343017,-5.559336,-1.879360,0.303634,-1.830730
1216,-1.374272,7.381324,-5.391742,-1.940913,0.289378,-1.921061
1231,-1.340753,7.546524,-5.166687,-1.995005,0.258335,-2.023916
1246,-1.424550,7.716512,-4.958392,-2.022051,0.231423,-2.154216
1261,-1.541866,7.757214,-4.623203,-2.012991,0.240216,-2.297706
1276,-1.479617,7.484274,-4.278439,-2.029911,0.248876,-2.430005
1291,-1.817199,7.443573,-3.813963,-2.098659,0.281651,-2.499285
1306,-2.444480,7.496245,-3.392584,-2.116112,0.362522,-2.547648
1321,-3.016694,7.627926,-3.052607,-2.063485,0.481231,-2.601207
1336,-3.059790,7.697358,-2.940080,-1.962496,0.558372,-2.657963
1351,-3.098097,7.773973,-2.777274,-1.824202,0.600873,-2.719383
1366,-3.289633,7.498640,-2.580949,-1.650735,0.635113,-2.779070
1381,-3.356671,7.223306,-2.284068,-1.530827,0.644040,-2.821305
1396,-3.445256,6.940791,-2.109292,-1.439297,0.697066,-2.863539
1411,-3.617639,6.476315,-2.015918,-1.403191,0.682011,-2.878994
1426,-4.288015,6.382942,-1.869871,-1.355628,0.752357,-2.877661
1441,-4.661510,6.239290,-1.733402,-1.245845,0.811112,-2.878328
1456,-5.135562,6.011840,-1.731008,-1.069314,0.856810,-2.860208
