T,AX,AY,AZ,GX,GY,GZ
46,-9260,-852,-12252,-530,1227,-1702
73,-10248,-1476,-12788,158,3086,-3512
100,-9672,-1768,-12876,-430,5913,-4413
127,-8800,-1560,-12600,-352,7043,-5678
154,-8708,-1892,-12616,-56,8123,-7356
181,-7472,-2604,-12104,-459,9149,-8851
208,-6516,-2620,-12000,-2076,9684,-9488
235,-5624,-1708,-12044,-3201,10196,-9886
262,-4924,-1288,-11940,-3728,10504,-10259
289,-4000,-1172,-11556,-4267,10724,-10650
316,-3320,-1052,-11372,-5664,10936,-10370
343,-2736,348,-11320,-6471,11178,-10134
370,-1484,940,-11272,-5515,11095,-10744
397,-592,1540,-11136,-5170,10577,-10831
424,-112,1384,-10900,-5165,10152,-10702
451,652,1988,-11040,-5310,9875,-10405
478,1020,2560,-10864,-5768,9513,-9691
505,1868,3244,-10672,-5352,9115,-9601
532,2376,3820,-10596,-4371,8025,-9692
559,2680,3920,-10580,-3906,7127,-9331
586,3048,4760,-10760,-3557,6237,-8742
613,3432,5288,-11024,-2461,5516,-8283
640,4212,5560,-10928,-1380,4287,-7797
667,4136,5772,-11156,-545,3255,-7184
694,3504,5068,-11424,-949,2998,-5755
721,3476,4836,-11248,-1101,2735,-4811
748,3480,4808,-11380,-1290,2483,-3775
775,3292,4344,-11320,-1481,2493,-2898
802,3676,4620,-11236,-1295,2333,-2623
829,3744,4840,-11312,-278,1927,-2889
856,4536,4664,-10848,484,1032,-2414
883,4064,4196,-10592,-807,133,-948
910,4000,5660,-11400,-1170,109,-35
937,3660,5552,-11908,302,-9,-115
964,3008,3544,-11960,-35,-42,521
991,3252,4076,-11728,-479,163,752
1018,3616,4776,-11616,57,257,652
1045,3720,5244,-11240,613,228,865
1072,4216,5680,-10952,795,-17,1964
1099,6660,6884,-10228,764,-1377,4190
1126,5496,7188,-9892,1590,-2606,5915
1153,5004,6580,-10212,2065,-3928,7640
1180,4612,5844,-9972,1871,-5260,9367
1207,4244,5696,-10064,2108,-6505,10595
1234,3888,5404,-10376,3083,-8095,10821
1261,2996,4492,-10292,3097,-9168,11932
1288,1876,3588,-10548,2181,-9788,13647
1315,1424,4844,-11012,2017,-10158,14590
1342,980,5060,-10724,5405,-11543,13369
1369,416,3040,-10236,7541,-13635,12788
1396,-1584,40,-10324,4841,-13284,14444
1423,-2904,-264,-10852,1152,-12626,15802
1450,-3588,1972,-11512,3243,-12602,13829
1477,-4564,-624,-11708,6914,-13078,10625
1504,-5568,-3448,-11744,4554,-12174,11021
1531,-6332,-2240,-12044,1536,-10497,11231
1558,-6904,-1100,-12096,2173,-9463,9058
1585,-7120,-2216,-12240,3728,-9043,6664
1612,-7200,-2116,-12280,1939,-7282,6492
1639,-8068,-1832,-12288,1098,-5960,6079
1666,-8268,-1168,-12348,2198,-5009,3951
1693,-7732,-2136,-11884,3194,-4840,1885
1720,-7292,-2728,-11232,1474,-4355,1467
1747,-6932,-2072,-10884,-559,-4406,1553
1774,-13196,-2800,-14828,-3652,-2109,1916
1801,-12296,1712,-15656,-2034,1253,688
1828,-7156,820,-12448,2529,601,-1408
1855,-6136,-728,-10840,1548,169,-1076
1882,-6332,-40,-10796,-517,-25,300
1909,-6936,1564,-11368,-170,174,308
1936,-7092,1672,-11372,2384,117,-366
1963,-7160,576,-11048,3762,217,-589
1990,-7080,-1132,-9972,2791,557,105
2017,-6600,-852,-9880,214,847,1229
2044,-6224,-800,-9972,389,-532,517
2071,-6472,-1856,-10168,-774,-801,468
2098,-6660,-1156,-10940,-2086,-434,834
2125,-6888,-136,-11564,-1396,-195,462
2152,-7000,0,-11804,-470,134,35
2179,-7072,-344,-11472,-263,351,-113
2206,-6476,-200,-11140,-451,284,-9
2233,-6896,-284,-11252,-756,167,381
2260,-7080,96,-11200,-510,304,340
2287,-7004,-928,-10884,-263,301,145
2314,-6656,-720,-10332,-1123,560,489
2341,-6728,-1020,-10200,-1913,624,859
2368,-6496,-400,-9904,-2333,523,764
2395,-6980,-764,-10172,-2306,-12,154
2422,-7004,-208,-10780,-2666,-61,-302
2449,-7020,880,-10936,-2005,-22,-664
2476,-7092,600,-11052,-2098,-140,-346
2503,-7500,1320,-11416,-3156,486,672
2530,-7276,3424,-12128,-1138,550,-249
2557,-8688,2992,-11748,4519,627,-3974
2584,-11928,-4248,-12904,1459,3029,-2857
2611,-10928,-2464,-13184,-2260,7399,-2907
2638,-9648,-1748,-12968,-505,7477,-6056
2665,-9892,-2844,-12948,-1334,9089,-7689
2692,-8580,-2952,-12420,-3346,11223,-8216
2719,-7348,-2248,-12048,-4690,12217,-9252
2746,-5844,-1200,-11980,-4313,12252,-11068
2773,-4984,-1496,-11824,-4889,12528,-11953
2800,-3920,-1072,-11564,-7181,13370,-11628
2827,-2064,712,-10860,-7633,13262,-11677
2854,-980,1704,-10544,-7217,12317,-12296
2881,-792,1964,-10592,-7031,11960,-12397
2908,256,2516,-9976,-7252,11827,-12089
2935,1024,3824,-10220,-6958,11074,-11690
2962,1452,4632,-10088,-6099,10039,-11186
2989,2188,5628,-10100,-4963,9156,-10985
3016,2908,6108,-9964,-3796,8051,-10317
3043,2952,6084,-9928,-3203,7542,-9063
3070,3512,6860,-10452,-2255,6518,-8058
3097,4012,6420,-10252,-1003,5244,-7193
3124,3784,6048,-10400,-746,4271,-6166
3151,3432,5324,-10588,-742,3399,-5145
3178,3412,5192,-10904,-921,2778,-4173
3205,3276,5528,-11164,-1556,2847,-3156
3232,3388,5508,-11252,-1337,2390,-2458
3259,3524,5580,-11332,-770,2261,-2240
3286,4556,5616,-10764,-371,1168,-1495
3313,3768,5284,-10508,-1630,759,-166
3340,4060,6676,-10944,-967,490,126
3367,4064,5668,-11168,946,-241,-406
3394,3092,3748,-11684,217,-150,219
3421,3316,4452,-11920,-375,256,406
3448,3984,5148,-11352,571,75,-81
3475,3836,5016,-11112,461,-49,208
3502,3724,5636,-11452,96,22,990
3529,4412,6216,-11184,887,-271,1341
3556,4684,6196,-10956,1387,-995,2192
3583,4604,6068,-10328,1454,-1162,3613
3610,4888,6880,-9832,1549,-2708,5415
3637,4844,7476,-9936,2272,-3878,6999
3664,4416,6616,-9892,3435,-5371,8190
3691,3676,5528,-9960,3696,-6226,9375
3718,3248,4624,-10588,3208,-6945,10669
3745,2768,5008,-10804,3127,-7443,11353
3772,2388,4868,-10652,5082,-8547,11081
3799,2136,3236,-10460,6345,-9720,10890
3826,1320,1776,-10152,5821,-10934,11204
3853,60,844,-10472,4726,-12223,11594
3880,-1200,192,-10636,2588,-11890,12075
3907,-1816,1020,-11060,1703,-11859,11949
3934,-3108,648,-11308,2040,-12187,11342
3961,-3880,232,-11888,2190,-11816,10589
3988,-4648,-288,-11780,1452,-11492,10211
4015,-5244,312,-12216,1154,-10805,9545
4042,-6152,-344,-12172,1713,-10340,8281
4069,-6456,-908,-11896,1714,-9642,7058
4096,-7044,-928,-12280,676,-8504,6441
4123,-7084,-128,-12264,90,-7231,6009
4150,-7160,792,-11980,1294,-6848,4692
4177,-7872,-560,-11824,1748,-6081,3430
4204,-8044,-480,-11764,641,-4643,3013
4231,-7736,260,-11744,674,-3778,2029
4258,-7524,428,-11532,910,-3336,1523
4285,-11880,-1336,-14588,-1218,-968,1878
4312,-9848,1228,-13560,-507,1171,1009
4339,-5844,760,-11556,3177,-394,-1434
4366,-6300,-1304,-11016,367,55,-309
4393,-6792,548,-11416,-1976,462,596
4420,-7124,1812,-11724,-936,61,-27
4447,-7944,996,-11760,207,243,-799
