Timestamp,aX,aY,aZ,gX,gY,gZ
22:26:23.315,0.104800001,0.0077,9.82820034,0.0286,0.071900003,-0.202999994
22:26:23.333,-0.0089,0.0089,9.835399628,0.0286,0.071900003,0.102200001
22:26:23.365,-0.0185,-0.041299999,9.656999588,0.150600001,0.1329,-0.080899999
22:26:23.440,-0.0221,-0.0114,9.682200432,0.150600001,0.071900003,-0.0199
22:26:23.473,-0.1083,-0.0198,9.799500465,0.089599997,0.071900003,-0.0199
22:26:23.727,-0.042399999,-0.021,9.818699837,0.0286,0.0109,-0.080899999
22:26:23.748,-0.0089,-0.021,9.826999664,0.089599997,0.071900003,-0.0199
22:26:23.789,0.062899999,-0.023399999,9.842599869,0.089599997,0.1329,-0.0199
22:26:23.817,0.039000001,0.036499999,9.830599785,0.089599997,0.1329,0.041099999
22:26:23.865,0.049800001,-0.037700001,9.842599869,0.0286,0.1329,0.041099999
22:26:24.081,0.059300002,-0.037700001,9.803099632,0.0286,0.0109,0.102200001
22:26:24.096,-0.065200001,0.0221,9.854599953,0.0286,0.0109,-0.080899999
22:26:24.380,0.129999995,0.038899999,9.805500031,0.089599997,0.071900003,-0.0199
22:26:24.595,0.027000001,0.0101,9.826999664,0.089599997,0.071900003,-0.0199
22:26:24.612,0.049800001,-0.035399999,9.836600304,0.089599997,0.0109,0.041099999
22:26:24.665,0.031800002,-0.015,9.817500114,0.0286,0.071900003,-0.0199
22:26:24.698,0.0007,0.029300001,9.82820034,0.0286,0.071900003,0.041099999
22:26:24.713,-0.0149,-0.021,9.819800377,0.0286,0.071900003,-0.0199
22:26:24.758,0.027000001,-0.0162,9.817500114,0.089599997,0.0109,-0.0199
22:26:24.787,0.035399999,0.003,9.84980011,0.089599997,0.1329,-0.080899999
22:26:24.808,0.0198,0.0185,9.822199821,0.0286,0.071900003,0.102200001
22:26:24.830,-0.034000002,-0.0832,9.819800377,0.0286,0.0109,0.102200001
22:26:24.856,0.0138,-0.0078,9.783900261,0.089599997,0.1329,-0.080899999
22:26:24.909,0.0713,-0.0042,9.829400063,0.089599997,0.071900003,0.041099999
22:26:24.925,0.108400002,-0.0126,9.816300392,0.0286,0.071900003,-0.0199
22:26:24.956,0.036600001,-0.035399999,9.811499596,0.089599997,0.071900003,-0.080899999
