T,AX,AY,AZ,GX,GY,GZ
46,0.169988,-9.306262,-0.818817,0.002798,0.008793,0.009459
61,0.088585,-9.404424,-0.835576,-0.001332,0.006129,0.009726
76,0.119710,-9.356540,-0.976834,-0.005063,0.004796,0.002665
91,0.124498,-9.358934,-0.871489,-0.010525,0.007594,-0.003464
106,0.112527,-9.342175,-0.890643,-0.021450,0.013723,-0.004263
121,-0.019154,-9.373300,-0.916979,-0.027845,0.015188,-0.004263
136,0.117316,-9.244013,-0.871489,-0.036372,0.007328,0.002531
151,0.208296,-9.282320,-0.960075,-0.042501,0.005196,0.012923
166,0.213084,-9.150639,-1.017536,-0.021717,0.004263,0.007194
181,0.011971,-9.205706,-1.110910,0.016521,0.005862,-0.004397
196,0.031125,-9.299079,-1.000776,0.039037,0.015188,-0.012923
211,0.169988,-9.411607,-0.830788,0.031443,0.018652,-0.020251
226,0.265756,-9.428366,-0.778116,-0.006795,0.010126,-0.009060
241,0.153229,-9.516952,-0.847547,-0.049828,0.014922,0.000000
256,-0.004788,-9.315839,-1.003170,-0.059688,0.010259,-0.003198
271,0.028730,-9.181764,-0.969652,-0.049828,0.014789,0.000133
286,0.179565,-9.215282,-1.012747,-0.036372,0.018253,-0.002665
301,0.162806,-9.258378,-0.952892,-0.021317,0.016254,-0.013856
316,0.105345,-9.445126,-0.897826,-0.029577,0.016387,-0.014655
331,0.110133,-9.368511,-0.964863,-0.038770,0.017320,-0.013057
346,0.172383,-9.337386,-0.799663,-0.051827,0.017054,-0.006528
361,0.208296,-9.370905,-0.873884,-0.061286,0.017054,0.001865
376,0.134075,-9.315839,-0.895431,-0.063285,0.016787,0.007727
391,0.057461,-9.244013,-1.048660,-0.056623,0.017587,0.007194
406,0.165200,-9.217676,-1.067814,-0.042234,0.016787,0.006262
421,0.167594,-9.155427,-0.943315,-0.026646,0.014256,0.005596
436,0.179565,-9.342175,-0.952892,-0.016387,0.014256,-0.000666
451,0.086191,-9.409212,-0.936133,-0.021850,0.014123,-0.002265
466,0.153229,-9.380482,-0.948104,-0.039570,0.019052,0.000000
481,0.172383,-9.327809,-0.914585,-0.045565,0.019185,-0.002798
496,0.158017,-9.313444,-0.890643,-0.047697,0.023049,0.000400
511,0.186748,-9.346963,-0.936133,-0.045965,0.020118,0.002665
526,0.069432,-9.279925,-0.895431,-0.049429,0.021184,0.004663
541,0.220267,-9.210494,-0.952892,-0.044766,0.012391,0.003997
556,0.134075,-9.251195,-1.010353,-0.042101,0.017453,0.001199
571,0.126893,-9.320627,-0.840365,-0.034107,0.011858,0.007461
586,0.155623,-9.282320,-0.974440,-0.035573,0.013856,0.011724
601,0.146046,-9.277532,-0.916979,-0.032775,0.008527,0.010525
616,0.210690,-9.210494,-0.888249,-0.024381,0.013323,0.007994
631,0.126893,-9.320627,-0.984017,-0.015455,0.011991,0.001865
646,0.052672,-9.387665,-0.883460,-0.017187,0.017187,-0.000133
661,0.174777,-9.327809,-0.821211,-0.020118,0.010925,0.002531
676,0.237026,-9.342175,-0.895431,-0.033441,0.011991,0.003997
691,0.112527,-9.334992,-1.017536,-0.041435,0.012124,0.000799
706,0.052672,-9.294291,-0.976834,-0.042101,0.011325,0.003597
721,0.064643,-9.272743,-0.909797,-0.040236,0.013989,0.003864
736,0.198719,-9.303867,-0.960075,-0.035173,0.012524,-0.001732
751,0.213084,-9.330204,-0.761356,-0.039836,0.018386,-0.002132
766,0.112527,-9.378088,-0.924162,-0.047963,0.017587,0.001332
781,0.112527,-9.330204,-0.986411,-0.047697,0.015855,0.003864
796,0.181959,-9.277532,-0.914585,-0.045032,0.016654,0.001732
811,0.201113,-9.296685,-1.007959,-0.041302,0.017054,0.003331
826,0.131681,-9.361328,-0.979228,-0.038904,0.019185,-0.000533
841,0.064643,-9.346963,-0.833182,-0.039836,0.018119,0.000533
856,0.126893,-9.332598,-0.914585,-0.043034,0.015455,0.003997
871,0.222661,-9.241618,-0.883460,-0.041968,0.015188,0.004263
886,0.153229,-9.287108,-0.938527,-0.039836,0.014256,0.005862
901,0.124498,-9.299079,-0.974440,-0.038104,0.009193,0.005462
916,0.177171,-9.275137,-1.017536,-0.037305,0.013057,0.004130
